,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
66,2021-01-06,100.33545240999692,99.48852499171664,100.22688903848042,100.33545240999692,100.33545240999692,-0.47787791955950254,-0.47787791955950254,-0.47787791955950254,0.05265669104569428,0.05265669104569428,0.05265669104569428,-0.5305346106051968,-0.5305346106051968,-0.5305346106051968,0.0,0.0,0.0,99.85757449043741
67,2021-01-07,100.35431473298956,99.47862619058417,100.24865929919305,100.35431473298956,100.35431473298956,-0.48444949391273984,-0.48444949391273984,-0.48444949391273984,0.0581886521206811,0.0581886521206811,0.0581886521206811,-0.542638146033421,-0.542638146033421,-0.542638146033421,0.0,0.0,0.0,99.86986523907683
68,2021-01-08,100.37317705598218,99.48304712535246,100.28417418411844,100.37317705598218,100.37317705598218,-0.4999139554058144,-0.4999139554058144,-0.4999139554058144,0.05319384704157837,0.05319384704157837,0.05319384704157837,-0.5531078024473928,-0.5531078024473928,-0.5531078024473928,0.0,0.0,0.0,99.87326310057637
69,2021-01-11,100.42976402496008,99.51498496729309,100.31373273130781,100.42976402496008,100.42976402496008,-0.5367073172841745,-0.5367073172841745,-0.5367073172841745,0.03856426623524305,0.03856426623524305,0.03856426623524305,-0.5752715835194175,-0.5752715835194175,-0.5752715835194175,0.0,0.0,0.0,99.89305670767591
70,2021-01-12,100.44862634795273,99.49307124738861,100.27153990736706,100.44862634795273,100.44862634795273,-0.562837860103456,-0.562837860103456,-0.562837860103456,0.017129744540016003,0.017129744540016003,0.017129744540016003,-0.579967604643472,-0.579967604643472,-0.579967604643472,0.0,0.0,0.0,99.88578848784927
71,2021-01-13,100.46748867094534,99.55996956688777,100.32062595841012,100.46748867094534,100.46748867094534,-0.5309607221132722,-0.5309607221132722,-0.5309607221132722,0.05265669104571272,0.05265669104571272,0.05265669104571272,-0.5836174131589849,-0.5836174131589849,-0.5836174131589849,0.0,0.0,0.0,99.93652794883207
72,2021-01-14,100.48635099393796,99.55982650581981,100.35745045262433,100.48635099393796,100.48635099393796,-0.5282743830884119,-0.5282743830884119,-0.5282743830884119,0.058188652120825766,0.058188652120825766,0.058188652120825766,-0.5864630352092377,-0.5864630352092377,-0.5864630352092377,0.0,0.0,0.0,99.95807661084955
73,2021-01-15,100.50521331693061,99.60385209076377,100.37052360230703,100.50521331693061,100.50521331693061,-0.535591819915735,-0.535591819915735,-0.535591819915735,0.05319384704144836,0.05319384704144836,0.05319384704144836,-0.5887856669571834,-0.5887856669571834,-0.5887856669571834,0.0,0.0,0.0,99.96962149701487
74,2021-01-19,100.58066260890112,99.6208161972128,100.3681622154789,100.58066260890112,100.58066260890112,-0.5825157450774435,-0.5825157450774435,-0.5825157450774435,0.017129744539975955,0.017129744539975955,0.017129744539975955,-0.5996454896174195,-0.5996454896174195,-0.5996454896174195,0.0,0.0,0.0,99.99814686382368
75,2021-01-20,100.59952493189377,99.69970636478931,100.4419878918615,100.59952493189377,100.59952493189377,-0.5520200235942508,-0.5520200235942508,-0.5520200235942508,0.05265669104573117,0.05265669104573117,0.05265669104573117,-0.6046767146399821,-0.6046767146399821,-0.6046767146399821,0.0,0.0,0.0,100.04750490829952
76,2021-01-21,100.61838725488639,99.67860134468896,100.46528067255494,100.61838725488639,100.61838725488639,-0.5532696070877049,-0.5532696070877049,-0.5532696070877049,0.05818865212078257,0.05818865212078257,0.05818865212078257,-0.6114582592084875,-0.6114582592084875,-0.6114582592084875,0.0,0.0,0.0,100.06511764779869
77,2021-01-22,100.63724957787903,99.6869724890423,100.46871970909588,100.63724957787903,100.63724957787903,-0.5672144129142129,-0.5672144129142129,-0.5672144129142129,0.053193847041838785,0.053193847041838785,0.053193847041838785,-0.6204082599560516,-0.6204082599560516,-0.6204082599560516,0.0,0.0,0.0,100.07003516496482
78,2021-01-25,100.69383654685693,99.70519172822817,100.45859656983018,100.69383654685693,100.69383654685693,-0.6256875362947,-0.6256875362947,-0.6256875362947,0.03856426623544194,0.03856426623544194,0.03856426623544194,-0.6642518025301419,-0.6642518025301419,-0.6642518025301419,0.0,0.0,0.0,100.06814901056222
79,2021-01-26,100.71269886984955,99.67442467529096,100.43566485556427,100.71269886984955,100.71269886984955,-0.6686009910363607,-0.6686009910363607,-0.6686009910363607,0.017129744539935893,0.017129744539935893,0.017129744539935893,-0.6857307355762965,-0.6857307355762965,-0.6857307355762965,0.0,0.0,0.0,100.04409787881319
80,2021-01-27,100.73156119284216,99.68747964165696,100.48776413751388,100.73156119284216,100.73156119284216,-0.6584911441800294,-0.6584911441800294,-0.6584911441800294,0.052656691045631386,0.052656691045631386,0.052656691045631386,-0.7111478352256608,-0.7111478352256608,-0.7111478352256608,0.0,0.0,0.0,100.07307004866213
81,2021-01-28,100.75165972568293,99.70424823837794,100.47867259479257,100.75165972568293,100.75165972568293,-0.6825446594256108,-0.6825446594256108,-0.6825446594256108,0.0581886521208333,0.0581886521208333,0.0581886521208333,-0.7407333115464441,-0.7407333115464441,-0.7407333115464441,0.0,0.0,0.0,100.06911506625731
82,2021-01-29,100.77175825852369,99.66481661897001,100.45206637763124,100.77175825852369,100.77175825852369,-0.7214645553089704,-0.7214645553089704,-0.7214645553089704,0.053193847041864785,0.053193847041864785,0.053193847041864785,-0.7746584023508353,-0.7746584023508353,-0.7746584023508353,0.0,0.0,0.0,100.05029370321472
83,2021-02-01,100.83205385704593,99.57881896629759,100.36556218332521,100.83205385704593,100.83205385704593,-0.8646180266939736,-0.8646180266939736,-0.8646180266939736,0.038564266235401906,0.038564266235401906,0.038564266235401906,-0.9031822929293755,-0.9031822929293755,-0.9031822929293755,0.0,0.0,0.0,99.96743583035196
84,2021-02-02,100.85215238988667,99.53207890945505,100.3043148282435,100.85215238988667,100.85215238988667,-0.9376857997122633,-0.9376857997122633,-0.9376857997122633,0.017129744540028594,0.017129744540028594,0.017129744540028594,-0.9548155442522919,-0.9548155442522919,-0.9548155442522919,0.0,0.0,0.0,99.9144665901744
85,2021-02-03,100.87225092272743,99.50161808509348,100.32370554972866,100.87225092272743,100.87225092272743,-0.9579381834806546,-0.9579381834806546,-0.9579381834806546,0.052656691045649844,0.052656691045649844,0.052656691045649844,-1.0105948745263045,-1.0105948745263045,-1.0105948745263045,0.0,0.0,0.0,99.91431273924678
86,2021-02-04,100.89234945556818,99.50909350271336,100.27927144708356,100.89234945556818,100.89234945556818,-1.0120689889777204,-1.0120689889777204,-1.0120689889777204,0.05818865212079012,0.05818865212079012,0.05818865212079012,-1.0702576410985105,-1.0702576410985105,-1.0702576410985105,0.0,0.0,0.0,99.88028046659046
